Age,Attrition,BusinessTravel,Department,DistanceFromHome,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
35,No,Travel_Rarely,Sales,18,2,Male,3,2,Sales Executive,1,Married,5561,No,6,1,5,3,0,4
28,No,Non-Travel,Research & Development,16,3,Male,3,1,Research Scientist,3,Single,2144,No,5,2,5,3,1,4
31,No,Non-Travel,Research & Development,3,3,Male,3,1,Research Scientist,1,Divorced,3065,Yes,4,4,4,2,2,3
36,No,Non-Travel,Research & Development,9,1,Male,4,1,Laboratory Technician,2,Married,2810,No,5,3,5,4,0,2
34,No,Travel_Rarely,Sales,1,1,Male,3,3,Sales Executive,4,Single,9888,No,14,2,14,8,2,1
34,No,Travel_Rarely,Sales,13,4,Male,3,3,Sales Executive,3,Divorced,8628,No,9,2,8,7,1,1
26,No,Travel_Rarely,Research & Development,1,3,Male,3,1,Laboratory Technician,1,Single,2867,No,8,2,7,7,7,6
29,No,Travel_Rarely,Research & Development,1,1,Male,3,2,Healthcare Representative,1,Married,5373,No,6,2,5,3,0,2
32,No,Non-Travel,Research & Development,15,3,Female,3,2,Healthcare Representative,4,Divorced,6667,No,9,3,5,1,1,2
31,No,Travel_Frequently,Research & Development,1,4,Male,1,2,Research Scientist,1,Married,5003,No,10,3,10,8,8,7
28,Yes,Travel_Rarely,Research & Development,17,3,Male,2,1,Laboratory Technician,4,Divorced,2367,No,6,2,4,1,0,3
38,No,Travel_Rarely,Sales,1,1,Male,2,1,Sales Representative,1,Single,2858,No,20,2,1,0,0,0
35,No,Travel_Rarely,Sales,7,3,Female,3,2,Sales Executive,4,Married,5204,Yes,10,3,10,8,0,9
27,No,Travel_Rarely,Sales,9,4,Male,3,2,Sales Executive,4,Single,4105,No,7,3,7,7,0,7
32,No,Travel_Rarely,Research & Development,5,4,Male,2,2,Manufacturing Director,4,Single,9679,No,8,3,1,0,0,0
31,Yes,Travel_Frequently,Sales,26,1,Male,3,2,Sales Executive,4,Married,5617,Yes,10,3,10,7,0,8
53,Yes,Travel_Rarely,Sales,24,1,Male,3,3,Sales Executive,1,Single,10448,Yes,15,2,2,2,2,2
54,No,Travel_Rarely,Research & Development,9,1,Female,3,2,Research Scientist,3,Married,2897,No,9,2,4,3,2,3
33,No,Travel_Frequently,Research & Development,7,4,Male,3,2,Healthcare Representative,3,Divorced,5968,No,9,3,9,7,2,8
43,No,Travel_Rarely,Research & Development,11,1,Male,3,3,Healthcare Representative,3,Married,7510,No,10,3,10,9,0,9
38,No,Travel_Frequently,Human Resources,1,4,Male,3,1,Human Resources,2,Married,2991,Yes,7,3,6,2,1,2
55,No,Travel_Rarely,Human Resources,26,3,Male,4,5,Manager,2,Married,19636,Yes,35,3,10,9,1,4
31,No,Travel_Rarely,Research & Development,2,4,Female,1,1,Laboratory Technician,4,Divorced,1129,Yes,1,3,1,0,0,0
39,No,Travel_Rarely,Sales,15,2,Male,3,4,Sales Executive,1,Single,13341,No,21,3,20,8,11,10
42,No,Non-Travel,Research & Development,23,4,Male,2,2,Research Scientist,3,Single,4332,No,20,3,20,9,3,7
31,No,Non-Travel,Research & Development,10,3,Female,3,3,Research Director,3,Married,11031,No,13,4,11,7,4,8
54,No,Travel_Rarely,Research & Development,10,3,Female,3,2,Manufacturing Director,1,Single,4440,Yes,9,3,5,2,1,4
24,No,Travel_Rarely,Research & Development,1,2,Male,2,2,Healthcare Representative,3,Single,4617,No,4,2,4,3,1,2
23,No,Travel_Rarely,Research & Development,12,4,Male,3,1,Laboratory Technician,4,Single,2647,No,5,4,5,2,1,4
40,No,Travel_Frequently,Research & Development,11,4,Female,3,2,Laboratory Technician,3,Married,6323,No,10,4,10,9,9,4
40,No,Travel_Rarely,Sales,2,2,Female,3,2,Sales Executive,2,Married,5677,No,15,3,11,8,5,10
25,No,Travel_Rarely,Human Resources,2,3,Female,3,1,Human Resources,2,Married,2187,No,6,3,2,0,1,2
30,No,Travel_Rarely,Research & Development,1,4,Male,3,1,Laboratory Technician,2,Married,3748,No,12,2,12,8,1,7
25,No,Travel_Rarely,Research & Development,2,4,Male,3,1,Laboratory Technician,3,Divorced,3977,Yes,7,2,2,2,0,2
47,No,Travel_Rarely,Research & Development,25,1,Male,3,3,Healthcare Representative,3,Single,8633,No,25,3,17,14,12,11
33,No,Non-Travel,Research & Development,1,2,Male,2,1,Laboratory Technician,3,Divorced,2008,No,1,2,1,1,0,0
38,No,Travel_Rarely,Sales,1,4,Male,3,2,Sales Executive,2,Married,4440,No,16,3,15,13,5,8
31,No,Travel_Rarely,Sales,2,1,Male,3,1,Sales Representative,3,Married,3067,No,3,3,2,2,1,2
38,No,Travel_Frequently,Research & Development,6,1,Male,2,2,Manufacturing Director,3,Married,5321,No,10,3,8,3,7,7
42,No,Travel_Rarely,Research & Development,18,4,Male,3,2,Research Scientist,1,Divorced,5410,Yes,9,2,4,3,1,2
41,No,Travel_Rarely,Research & Development,1,4,Male,3,1,Research Scientist,4,Married,2782,No,12,3,5,3,1,0
47,No,Non-Travel,Research & Development,1,3,Female,3,3,Research Director,2,Married,11957,No,14,1,13,8,5,12
35,No,Travel_Rarely,Research & Development,11,4,Male,3,1,Laboratory Technician,3,Married,2660,Yes,5,3,2,2,2,2
22,No,Travel_Rarely,Research & Development,1,4,Male,3,1,Research Scientist,3,Single,3375,No,4,4,3,2,1,2
35,No,Travel_Rarely,Research & Development,9,2,Male,3,2,Research Scientist,3,Single,5098,No,10,3,10,7,0,8
33,No,Travel_Rarely,Research & Development,15,2,Female,3,2,Healthcare Representative,4,Married,4878,Yes,10,3,9,7,8,1
32,No,Travel_Rarely,Research & Development,29,3,Female,2,1,Laboratory Technician,2,Single,2837,No,6,3,6,2,4,1
40,No,Travel_Rarely,Research & Development,1,1,Male,3,1,Laboratory Technician,4,Married,2406,No,8,2,1,0,0,0
32,No,Travel_Rarely,Sales,1,2,Male,2,1,Sales Representative,2,Married,2269,No,3,3,2,2,2,2
39,No,Travel_Rarely,Research & Development,24,1,Male,3,2,Research Scientist,4,Single,4108,No,18,3,7,7,1,7
38,No,Travel_Rarely,Research & Development,10,2,Female,1,3,Research Director,3,Married,13206,No,20,3,18,16,1,11
32,No,Travel_Rarely,Sales,1,3,Female,3,3,Sales Executive,4,Married,10422,No,14,3,14,10,5,7
37,No,Travel_Rarely,Research & Development,10,3,Female,4,3,Research Director,4,Married,13744,Yes,16,3,16,11,6,8
25,No,Travel_Rarely,Sales,8,1,Female,3,2,Sales Executive,3,Divorced,4907,Yes,6,2,5,3,0,4
52,No,Non-Travel,Sales,29,1,Male,3,1,Sales Representative,4,Divorced,3482,No,16,2,9,8,0,0
44,No,Travel_Rarely,Research & Development,1,2,Male,3,1,Research Scientist,4,Single,2436,Yes,6,3,4,3,1,2
21,No,Travel_Rarely,Sales,5,3,Male,3,1,Sales Representative,1,Single,2380,Yes,2,3,2,2,1,2
39,No,Non-Travel,Research & Development,9,4,Male,3,5,Manager,4,Single,19431,No,21,2,6,0,1,3
23,Yes,Travel_Frequently,Sales,9,4,Male,3,1,Sales Representative,1,Married,1790,No,1,2,1,0,1,0
36,No,Travel_Rarely,Sales,3,1,Female,2,3,Sales Executive,4,Married,7644,No,10,3,9,7,3,4
36,No,Travel_Frequently,Research & Development,4,4,Female,3,2,Manufacturing Director,2,Divorced,5131,No,18,3,4,2,0,2
56,No,Non-Travel,Research & Development,1,3,Male,3,2,Healthcare Representative,3,Divorced,6306,No,13,2,13,12,1,9
29,Yes,Travel_Rarely,Research & Development,1,1,Male,3,1,Research Scientist,4,Married,4787,Yes,4,4,2,2,2,2
42,No,Travel_Rarely,Research & Development,2,1,Male,3,5,Manager,3,Married,18880,No,24,2,22,6,4,14
56,Yes,Travel_Rarely,Research & Development,7,4,Male,3,1,Laboratory Technician,3,Married,2339,No,14,1,10,9,9,8
41,No,Travel_Rarely,Research & Development,28,1,Female,2,4,Manufacturing Director,2,Married,13570,No,21,3,20,7,0,10
34,No,Travel_Rarely,Sales,28,4,Female,2,2,Sales Executive,3,Married,6712,No,8,3,8,7,1,7
36,No,Non-Travel,Sales,15,4,Male,1,2,Sales Executive,4,Divorced,5406,No,15,2,15,12,11,11
41,No,Travel_Rarely,Sales,3,3,Male,2,2,Sales Executive,2,Divorced,8938,No,14,3,5,4,0,4
32,No,Travel_Rarely,Research & Development,2,4,Male,3,1,Research Scientist,1,Single,2439,No,4,3,4,2,1,2
35,No,Travel_Rarely,Human Resources,26,3,Female,3,3,Human Resources,4,Single,8837,Yes,9,3,9,0,1,7
38,No,Travel_Rarely,Sales,10,1,Female,3,2,Sales Executive,4,Married,5343,No,10,3,10,7,1,9
50,Yes,Travel_Frequently,Sales,1,2,Male,3,2,Sales Executive,3,Divorced,6728,No,12,3,6,3,0,1
36,No,Travel_Rarely,Sales,11,2,Female,2,2,Sales Executive,4,Married,6652,No,8,2,6,3,0,0
45,No,Travel_Rarely,Sales,20,4,Female,3,2,Sales Executive,3,Single,4850,No,8,3,5,3,0,1
40,No,Travel_Rarely,Research & Development,2,3,Male,2,1,Research Scientist,3,Single,2809,No,8,3,2,2,2,2
35,No,Travel_Frequently,Research & Development,18,3,Male,3,2,Healthcare Representative,3,Married,5689,Yes,10,4,10,2,0,2
40,No,Travel_Rarely,Research & Development,2,3,Female,3,1,Research Scientist,3,Married,2001,No,20,3,5,3,0,2
35,No,Travel_Rarely,Research & Development,1,3,Female,1,1,Research Scientist,4,Married,2977,No,4,3,4,3,1,1
29,No,Travel_Rarely,Research & Development,13,4,Male,2,2,Laboratory Technician,2,Married,4025,Yes,10,3,4,3,0,3
29,No,Travel_Rarely,Research & Development,28,4,Female,2,1,Research Scientist,1,Single,3785,No,5,1,5,4,0,4
50,Yes,Travel_Rarely,Sales,28,4,Male,2,3,Sales Executive,1,Divorced,10854,Yes,20,3,3,2,2,0
39,No,Travel_Rarely,Sales,24,2,Female,2,4,Sales Executive,4,Married,12031,No,21,2,20,9,9,6
31,No,Non-Travel,Research & Development,5,2,Male,3,2,Manufacturing Director,1,Single,9936,No,10,3,9,4,1,7
26,No,Travel_Rarely,Sales,5,4,Female,2,1,Sales Representative,3,Single,2966,No,5,3,4,2,0,0
36,No,Travel_Frequently,Research & Development,23,3,Male,4,2,Laboratory Technician,4,Married,2571,No,17,3,5,2,0,3
39,No,Travel_Rarely,Research & Development,6,4,Male,2,3,Healthcare Representative,1,Married,9991,No,9,3,7,7,1,7
27,No,Travel_Rarely,Research & Development,4,2,Male,4,2,Manufacturing Director,2,Married,6142,Yes,6,3,6,2,0,3
49,No,Travel_Frequently,Sales,2,4,Male,2,2,Sales Executive,2,Married,5390,No,17,2,9,6,0,8
34,No,Travel_Rarely,Research & Development,8,2,Male,4,2,Laboratory Technician,3,Married,4404,No,6,4,4,3,1,2
